,Winner_mark,HP_diff,Attack_diff,Defense_diff,Sp. Atk_diff,Sp. Def_diff,Speed_diff,Generation_first_1,Generation_first_2,Generation_first_3,Generation_first_4,Generation_first_5,Generation_first_6,Generation_second_1,Generation_second_2,Generation_second_3,Generation_second_4,Generation_second_5,Generation_second_6,Legendary_first_0,Legendary_first_1,Legendary_second_0,Legendary_second_1
3767,1,-17,77,17,-66,-30,9,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
3768,2,-18,9,-16,16,11,-16,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3769,1,40,47,25,3,20,8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3770,1,-5,-50,-70,15,-20,30,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3771,2,0,50,-35,20,-65,30,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
3772,2,-31,13,-21,-64,-11,-28,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3773,2,65,-30,-35,-20,10,-20,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
3774,2,-33,-51,-36,-54,-49,-81,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3775,2,71,7,-19,-16,-54,-22,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3776,2,20,-5,15,65,20,-10,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
3777,2,-15,10,70,145,30,-35,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
3778,2,23,-20,-58,-53,-19,-22,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3779,2,55,3,23,36,31,-20,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
3780,1,17,42,35,-10,15,23,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3781,2,95,54,56,76,44,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
3782,1,-20,-19,-17,33,-7,9,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3783,1,15,50,35,125,55,50,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
3784,2,-55,15,40,40,60,65,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3785,1,-34,-21,7,-21,7,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3786,1,22,61,59,9,-1,11,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
3787,2,-40,-7,-25,-49,-15,-49,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3788,1,-18,-16,-33,6,-18,25,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
3789,1,15,-5,25,-50,25,-122,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
3790,1,31,30,69,30,12,48,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
3791,1,-35,-15,-70,-30,-50,25,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3792,2,20,5,90,60,-25,-50,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3793,1,10,25,5,70,50,90,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
3794,2,27,55,5,25,55,-7,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3795,2,2,20,27,-20,27,-68,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3796,2,-40,-75,-52,-20,-2,-20,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3797,1,0,-40,5,-34,-49,35,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3798,2,14,-19,25,9,20,-24,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
3799,2,63,38,-3,26,1,54,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3800,2,10,7,23,-5,40,-25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3801,1,25,27,-7,30,-5,50,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3802,1,12,30,35,90,40,44,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3803,1,-40,47,-8,37,-8,17,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
3804,2,-31,-97,-35,15,-5,-67,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3805,2,-20,-80,2,5,-55,-27,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
3806,1,13,24,13,124,50,40,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3807,1,-14,-45,7,-33,9,25,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
3808,2,-5,13,12,-7,-22,4,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
3809,2,-43,-54,-52,-34,-15,-22,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
3810,2,-38,-25,-13,-72,-84,-20,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
3811,1,15,85,39,-20,30,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3812,1,25,20,40,65,40,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3813,1,18,60,6,60,-35,25,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3814,2,5,-20,-20,-20,-35,-30,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
3815,2,-12,2,54,21,23,-19,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3816,2,-35,-40,-45,-35,-50,-10,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3817,1,16,-48,-142,8,-5,23,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
3818,2,15,-10,6,60,16,-40,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
3819,1,-56,14,-7,9,-28,13,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
3820,1,6,17,42,55,43,43,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
3821,2,-15,-20,-100,15,-100,-15,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
3822,2,-44,2,-15,-85,-60,-58,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
3823,2,-10,0,-11,-10,-26,-13,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
3824,2,10,-5,-20,20,10,-10,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
3825,1,-20,10,12,10,-3,21,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3826,2,-15,29,15,-20,-5,-9,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
3827,2,7,0,0,25,-10,-77,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
3828,1,-66,-30,2,-52,-22,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
3829,2,-27,12,-10,-21,-17,-9,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3830,2,5,-17,-21,-10,0,-19,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
3831,1,15,2,53,42,-23,16,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3832,2,0,-40,-95,5,-85,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
3833,2,20,-30,-110,-15,-110,-65,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
3834,1,-50,-40,-40,-35,-40,10,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
3835,1,35,50,0,80,50,65,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3836,2,25,54,50,30,10,-41,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3837,1,35,55,68,77,65,17,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3838,2,-16,-15,55,-7,28,-26,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
3839,2,54,14,60,64,45,12,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
3840,1,21,82,70,40,30,52,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
3841,1,0,-22,10,33,0,15,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
3842,2,35,43,5,35,-25,-37,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
3843,1,12,-10,25,60,75,28,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
3844,2,-25,-68,-30,-108,-60,-96,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3845,2,5,65,35,55,35,55,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
3846,1,-3,3,-8,57,28,63,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3847,1,-20,95,118,107,55,50,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3848,2,-24,-102,-62,-38,-48,-36,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
3849,1,25,28,13,48,13,61,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
3850,2,35,33,140,15,50,-13,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
3851,2,-10,20,-10,-15,-40,-20,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
3852,1,81,31,74,39,29,31,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
3853,1,7,55,9,25,9,5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
3854,1,25,100,35,90,25,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
3855,2,-40,-30,-50,-59,-95,-42,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
3856,2,-25,-14,-22,-78,-70,-61,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
3857,1,11,62,-15,-25,-35,32,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
3858,1,-30,-50,-25,45,55,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3859,1,-115,47,27,77,32,17,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3860,2,-25,-75,42,-7,42,-24,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3861,1,51,-2,17,64,11,81,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
3862,1,20,-3,-15,3,35,25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3863,2,26,1,-3,26,4,-31,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3864,2,10,8,27,18,23,-46,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
3865,1,59,56,13,21,23,38,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
3866,1,12,35,15,65,-35,20,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
3867,2,-54,-46,-25,-66,-28,-41,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
3868,2,47,100,-47,-40,-57,-28,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
3869,2,100,10,-25,10,-25,-50,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
3870,1,19,-5,-80,5,10,31,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
3871,2,46,58,33,5,32,-9,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
3872,2,50,5,-37,-40,-42,-41,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3873,1,-15,10,14,-45,-16,47,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
3874,2,31,35,-35,65,79,-5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
3875,1,-10,13,18,30,20,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
3876,2,-1,-34,-37,31,-27,-32,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
3877,2,-5,0,0,0,-20,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3878,2,56,42,22,44,24,-16,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
3879,1,16,-10,60,-20,4,30,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0
3880,1,14,62,32,43,18,61,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3881,2,-85,-35,10,-8,18,-25,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
3882,1,4,-35,10,10,0,10,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3883,1,-19,12,-16,-6,-36,42,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
3884,2,5,-60,15,-57,-10,-20,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
3885,2,-10,-22,-15,-23,-25,-70,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
3886,2,-51,-49,-50,-63,-46,-27,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
3887,2,-34,5,-40,-53,-60,-23,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
3888,2,-35,-90,-20,-10,-5,-20,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
3889,2,-70,-40,30,-40,0,-55,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3890,1,25,69,47,38,43,28,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3891,2,-22,-85,-109,-20,-8,-10,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
3892,2,-52,-90,-15,-95,-55,-70,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
3893,2,54,55,40,49,24,-20,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
3894,1,60,43,-25,27,45,60,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
3895,2,-20,10,70,-45,25,-80,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
3896,1,10,20,98,-30,-2,10,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
3897,2,5,-20,-10,90,25,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
3898,1,15,25,-45,-15,-85,35,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3899,1,24,35,55,8,58,9,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
3900,1,15,15,77,18,30,24,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
3901,1,-8,105,45,73,53,50,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
3902,2,-20,-90,0,-35,15,-25,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
3903,2,5,65,10,55,-25,65,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3904,2,-40,-70,-38,-10,-18,-30,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
3905,2,-10,80,100,45,90,-30,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
3906,2,-59,4,16,-41,-59,-2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
3907,2,-15,5,70,-50,-5,-70,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
3908,2,-11,20,-69,60,58,-38,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
3909,1,21,77,35,20,15,12,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
3910,2,0,-85,-51,-20,35,-39,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
3911,1,-2,-27,-5,11,20,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3912,2,-20,-5,-1,-20,30,-29,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3913,1,107,10,76,51,65,55,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
3914,1,0,-25,-5,49,34,30,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3915,2,6,40,0,-2,-22,-5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
3916,1,36,31,35,41,38,19,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
3917,1,40,-15,-51,25,9,15,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3918,2,5,5,-15,40,50,105,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3919,2,40,22,-85,22,-75,-30,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
3920,1,-50,40,-15,-5,-25,75,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3921,2,5,20,-15,-75,-45,-85,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
3922,1,-25,-50,-15,-35,55,15,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3923,2,0,11,-6,0,-10,-30,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3924,2,-30,35,-60,-15,-160,-15,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
3925,2,-27,5,-12,-40,-15,-52,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
3926,1,10,10,-5,-25,-5,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3927,1,35,67,0,70,10,38,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
3928,1,36,12,-35,-45,-40,22,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
3929,2,40,0,75,0,100,-20,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3930,1,-45,20,15,-65,0,40,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3931,1,-44,27,28,-42,-20,8,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
3932,2,20,-80,-23,-100,-30,-97,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3933,2,10,2,7,14,29,-10,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
3934,2,8,35,41,-60,-56,-43,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3935,2,-5,15,35,-30,-15,-35,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
3936,1,10,-15,-25,-25,-15,25,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
3937,2,-15,60,-35,-15,0,-30,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
3938,1,65,93,25,-5,15,45,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3939,2,35,10,25,35,25,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
3940,2,15,57,45,77,25,-14,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
3941,1,10,10,-40,20,-55,10,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3942,1,-63,-27,-2,-49,-2,7,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
3943,1,24,34,17,12,37,37,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
3944,2,52,15,37,15,5,-3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
3945,2,30,40,95,35,45,-15,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
3946,2,0,-10,-50,15,-25,-10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3947,1,-10,-25,95,-10,-35,-100,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
3948,1,40,-10,-60,70,30,125,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
3949,1,55,90,70,95,35,45,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
3950,2,59,46,48,24,17,-4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
3951,2,5,0,-43,15,7,-20,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
3952,2,25,28,55,63,-10,-6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3953,1,29,4,35,48,31,19,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
3954,1,32,95,15,85,5,18,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
3955,1,31,15,23,38,83,15,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3956,1,60,62,144,-6,-4,-62,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
3957,1,8,19,10,24,3,14,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
3958,1,-13,-1,-80,-46,-40,15,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3959,1,9,120,32,38,40,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
3960,1,-9,4,-8,-35,-15,7,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3961,1,50,20,80,-5,15,15,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
3962,1,6,9,20,53,68,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
3963,2,-8,70,-5,-60,-25,-32,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
3964,1,15,-95,-50,-50,-15,20,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
3965,2,-40,-20,-29,-35,-40,-41,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
3966,2,-22,-22,0,-16,5,-15,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3967,2,-35,-15,20,35,-15,-5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3968,1,-30,-10,30,0,15,45,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
3969,1,39,60,-17,10,-27,15,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
3970,2,-10,-35,55,10,5,-33,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3971,2,-40,-75,15,-25,15,-10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3972,1,40,20,-100,10,0,30,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
3973,2,-35,12,-30,-100,-70,-35,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3974,2,0,25,-80,-15,-80,-2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
3975,2,29,-80,60,-70,70,-29,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
3976,1,20,85,76,21,52,32,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3977,2,-14,-15,-3,20,5,-7,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3978,2,0,20,20,0,0,-40,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
3979,2,-13,-95,-35,-20,15,-62,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3980,2,40,20,33,55,50,-15,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3981,2,-10,75,-10,45,-10,-45,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
3982,1,37,14,31,9,66,-57,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
3983,1,-5,25,-125,-20,-25,35,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
3984,1,-21,69,-57,-66,-27,102,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3985,1,65,55,40,-10,-5,35,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
3986,1,30,13,27,33,62,10,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
3987,2,-15,-9,-16,-1,15,-23,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3988,2,-40,-30,10,-85,-45,-60,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3989,1,-15,30,50,-20,-15,15,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
3990,1,7,8,7,72,48,18,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
3991,2,-110,-7,-16,5,10,-34,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
3992,1,55,37,47,30,45,16,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
3993,2,-50,-5,-35,-55,-60,-10,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
3994,2,-40,-45,-30,-75,-30,-75,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3995,2,-21,-23,-25,-10,-30,-7,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
3996,2,15,47,57,14,9,-10,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
3997,1,15,27,13,47,13,23,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
3998,1,-35,-80,-60,-35,-45,11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
3999,2,3,8,-5,20,5,-33,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
4000,1,7,-15,-3,69,39,24,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
4001,2,-10,-30,-20,60,20,-5,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4002,2,-10,-25,3,-15,3,-41,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
4003,2,25,-25,20,-25,20,-46,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
4004,1,6,30,15,10,25,29,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
4005,2,8,-28,-45,20,9,50,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
4006,1,6,10,-10,54,-10,30,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
4007,2,13,50,34,40,24,25,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
4008,2,-39,-16,-4,-36,-4,-6,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
4009,2,-11,-35,-45,-45,-50,-44,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
4010,2,-11,-11,-4,-56,-44,-39,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
4011,2,35,-75,-110,-10,-40,-25,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
4012,2,2,19,7,-21,-3,-20,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
4013,2,15,-22,-22,-29,-29,-18,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4014,1,15,30,-12,-35,-12,40,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
4015,1,-25,-13,-42,-45,-52,23,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4016,2,61,16,4,16,9,-31,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4017,2,-45,-80,-15,-40,-15,-80,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4018,1,-13,-16,-30,1,-13,48,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
4019,1,-10,-15,0,0,-30,38,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
4020,2,-25,-32,-16,-35,-25,-69,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
4021,2,10,-90,-90,-55,-25,-40,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
4022,1,-15,30,12,15,-5,68,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
4023,1,54,90,-158,80,-158,41,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
4024,2,-28,15,-19,30,-20,-8,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
4025,2,20,0,25,-20,-20,-55,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
4026,1,-10,-23,35,0,35,35,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
4027,2,35,75,75,10,10,-18,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
4028,1,20,-28,12,45,-55,11,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
4029,2,-10,5,-10,-20,41,-36,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
4030,1,-11,4,-34,-6,-44,49,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
4031,1,0,40,10,-15,10,35,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4032,1,-24,-14,-20,35,10,23,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
