Type 2_first,Type 2_second,Legendary_first,Legendary_second,HP_diff,Attack_diff,Defense_diff,Sp. Atk_diff,Sp. Def_diff,Speed_diff,Winner_mark
12,15,0,0,-21,5,-13,-35,7,-9,2
0,12,0,0,0,45,40,5,-10,-57,2
12,12,0,0,-17,-39,60,40,40,-6,2
14,14,0,0,0,-18,-40,-22,-20,0,2
10,12,0,0,30,-1,-25,15,20,-39,2
7,12,0,0,-110,-100,-70,-64,-34,-30,2
7,12,0,0,56,38,28,32,22,-46,1
12,16,0,0,25,-45,-115,50,70,10,1
7,2,0,1,-7,-40,-25,-80,-50,1,1
7,5,1,1,-12,15,-2,55,-49,-7,2
7,12,0,0,0,-15,-50,10,0,35,1
12,5,0,0,-46,-7,-56,-89,-56,-63,2
14,10,0,0,-30,-8,-8,4,49,40,1
7,5,1,0,39,70,20,70,10,43,1
14,12,0,0,-35,-83,-32,-45,15,-25,2
17,1,0,0,-75,-129,-80,0,-65,-26,2
14,12,0,0,-25,-20,-85,-80,-20,-10,2
12,12,0,0,-35,125,55,80,45,35,1
12,4,0,0,8,0,-26,-45,-22,-15,2
12,12,0,0,59,-17,-4,46,36,-47,2
14,7,0,1,-19,-35,-5,-20,25,-11,2
12,12,0,0,47,50,-15,80,10,60,2
12,4,0,0,45,45,25,90,90,40,1
7,12,0,0,-35,-30,-49,-64,-69,-31,2
9,6,0,0,-16,-24,20,-66,-25,-54,2
17,1,0,0,20,35,80,-5,50,5,1
12,15,0,0,-2,11,-46,1,-36,72,1
12,11,0,0,-15,-11,16,-8,-6,3,1
12,12,0,0,11,-1,30,24,47,12,1
12,18,0,0,30,10,-20,5,75,-15,2
7,7,0,0,2,-18,-15,-18,-15,19,1
0,9,0,0,-19,-16,20,-14,0,24,1
6,12,0,0,-22,5,77,85,77,61,1
12,8,0,0,0,-25,-115,20,-70,0,2
12,12,0,0,60,40,14,60,60,61,1
12,7,0,0,90,30,-5,-25,40,-70,1
17,6,0,0,-15,70,35,-80,-25,-35,2
10,12,0,0,30,14,48,-25,0,-37,2
12,12,0,0,-55,10,0,-27,-35,-5,2
12,12,0,0,-45,-45,-16,-26,-32,-7,2
12,7,0,0,-10,2,19,23,19,17,1
7,12,0,0,38,39,38,79,75,35,1
1,12,0,0,-27,0,10,30,-5,10,1
12,12,0,0,-6,10,-10,-22,-32,-50,2
2,2,0,1,2,-15,-10,-25,-30,-2,2
12,4,0,0,-10,28,10,-42,35,-46,2
12,10,0,0,-55,-40,-50,0,-10,35,1
9,12,0,0,16,41,66,9,14,18,1
12,12,0,0,25,-5,5,0,25,12,1
7,10,0,0,4,-26,5,4,5,13,1
12,14,0,0,25,35,17,60,45,63,1
9,12,0,1,11,6,-33,6,-23,-52,2
12,5,0,0,-35,-163,-55,-13,-75,-46,2
15,12,0,0,-4,-28,-32,8,15,23,1
12,12,0,0,-49,-5,-38,-10,-38,36,1
12,12,0,0,32,-5,30,25,60,78,1
12,14,0,0,-10,-50,-39,-5,-19,-62,2
15,4,0,0,10,-10,0,45,30,65,1
12,12,0,0,-40,-22,-25,-22,25,-3,2
12,12,0,0,70,5,0,5,-10,-40,2
12,5,0,0,-25,-65,-45,5,-25,-5,2
12,7,0,0,29,28,26,23,-39,54,1
12,7,0,0,-13,10,-30,-55,-25,-51,2
17,12,0,0,25,50,95,20,55,65,1
6,12,0,0,-5,-7,5,22,-15,-30,2
10,2,0,1,-65,-75,40,-120,-55,-20,2
14,6,0,0,20,30,20,5,-5,-10,2
12,7,0,0,-31,-34,-10,-25,-15,-88,2
14,12,0,0,-5,37,44,10,24,67,1
4,12,0,0,23,-20,46,0,46,-30,2
16,7,0,0,65,75,23,-50,-52,-46,1
12,12,0,0,120,-52,-82,-52,-12,13,1
12,17,0,0,7,-9,-42,32,32,-4,2
12,7,0,0,-6,-25,-10,10,-20,-75,2
12,6,0,1,-45,-36,5,-36,-45,-38,2
15,12,1,0,25,21,-5,98,75,82,1
10,4,0,0,-39,25,40,10,-20,0,2
4,12,0,0,36,-16,12,-21,4,0,2
16,5,0,0,-21,23,35,-64,-15,-63,2
17,12,0,0,-5,10,4,55,4,-25,2
12,12,0,0,-10,-30,-60,-25,-30,-5,2
12,12,0,0,65,20,50,50,30,-20,2
13,2,0,0,-14,-51,-44,16,-2,22,1
9,12,0,0,14,25,57,-22,0,25,1
7,12,1,1,-41,-5,-50,5,-40,-9,2
10,12,0,1,-50,-100,-50,-150,-130,-40,2
2,7,0,0,2,-9,20,-29,20,-8,2
12,12,0,0,31,-18,27,84,44,-21,2
15,11,0,0,15,-45,-145,30,50,25,1
8,12,0,0,-15,4,6,35,15,20,2
14,6,0,0,15,-10,40,-30,40,0,2
12,10,0,0,11,-6,-17,61,4,23,1
12,12,1,0,-25,-25,100,-10,0,-50,2
10,12,0,0,43,105,55,10,0,-38,2
12,14,0,0,20,75,25,70,-10,50,1
10,9,0,0,14,69,13,14,3,27,1
9,12,0,0,10,20,82,-2,35,44,1
6,12,0,0,-10,5,-20,35,-15,10,1
12,12,0,0,18,24,8,50,35,50,1
12,12,0,0,-10,-35,-29,-15,-39,-16,2
2,12,0,0,47,75,85,34,14,51,1
12,12,0,0,-50,-40,-25,45,-25,-60,2
12,6,0,0,-35,-10,-25,-85,-65,-36,2
17,12,0,0,33,50,9,-5,14,23,1
9,16,0,0,5,35,2,-22,-5,69,1
12,9,0,0,-21,-21,13,49,-12,22,1
15,12,0,0,5,50,20,-95,-10,-50,2
15,12,0,0,20,20,10,70,60,55,1
9,12,0,1,-51,-87,20,-144,-40,-98,2
12,12,0,0,110,57,17,12,62,-34,1
12,12,0,0,33,15,9,43,59,5,1
2,15,0,1,-50,-30,-50,-50,-50,-30,2
6,15,0,0,-35,-40,5,20,25,25,1
7,7,0,0,35,95,30,35,20,55,1
7,12,0,0,25,65,30,30,40,65,1
12,7,0,0,-30,-90,-85,0,-55,-40,2
12,7,1,0,35,75,35,65,25,5,1
12,11,0,0,-28,40,112,-55,-46,-30,2
12,12,0,0,-55,-20,-5,29,-22,13,1
12,10,0,0,55,57,32,19,59,-10,2
14,5,0,0,-19,-28,3,-3,13,-51,2
12,12,0,0,25,10,30,40,30,-55,2
13,10,0,0,31,5,-32,43,24,32,1
11,7,0,0,-20,10,32,60,42,26,1
12,7,0,0,-21,-21,29,-16,-16,-35,2
15,12,0,0,46,27,26,-21,-39,-27,1
12,7,0,0,-3,-15,5,-10,-5,-102,2
11,18,0,0,-20,25,57,50,57,61,1
12,16,0,0,-30,-50,-40,-5,-5,-10,2
12,12,0,0,-5,4,55,74,35,22,1
12,12,0,0,44,53,43,5,45,35,1
9,12,0,0,-10,15,52,-77,0,-21,2
12,5,0,0,-5,-90,-55,25,-45,40,1
12,12,0,0,65,87,17,42,62,7,1
10,12,0,0,13,70,30,12,25,22,1
12,12,0,0,-22,-17,13,-10,4,-34,2
12,12,0,0,25,25,10,-10,-10,-60,2
12,12,0,0,-30,-20,22,-60,2,-80,2
17,16,0,0,-75,-55,-60,50,-10,-10,2
10,12,0,0,-34,-31,6,-24,-66,-65,2
2,12,0,0,13,75,-4,30,45,40,1
12,2,0,0,71,35,12,52,31,30,1
5,3,0,1,-35,-60,-5,-75,15,-32,2
7,12,0,1,-45,-60,-15,-20,5,-60,2
12,2,0,1,-40,-35,-51,-85,-21,-10,2
1,16,0,0,20,50,-25,80,25,0,2
12,18,0,0,16,7,-30,-25,-5,2,1
12,7,0,0,-45,15,-25,4,-32,-22,2
12,12,0,0,26,-20,10,17,-5,-41,2
12,17,0,0,-11,-60,-35,-60,-35,-39,2
12,10,0,0,-70,-33,-38,-36,-31,30,1
7,4,0,0,-28,-45,-35,-85,-35,-25,2
17,12,0,0,-31,-73,24,-71,1,-85,2
8,12,0,0,-46,-51,-50,-25,-50,-65,2
7,12,0,0,-5,-60,-30,25,5,-30,2
1,7,1,0,25,85,10,130,90,0,2
12,2,0,0,27,-25,-36,-65,15,-50,2
14,7,0,0,25,60,10,-10,50,-10,2
10,4,0,0,32,65,45,-70,-25,-30,2
18,17,0,0,-14,-26,37,4,-31,-5,2
9,14,0,0,-16,1,10,-46,-20,-44,2
6,4,1,0,50,80,60,80,60,80,1
15,1,0,0,-35,-80,-9,-15,-50,-31,2
12,12,0,0,-10,-45,0,-15,30,25,1
7,12,1,0,49,115,40,50,25,-9,1
15,12,0,0,-110,10,40,-10,40,40,1
12,12,1,0,15,15,-15,20,35,20,1
15,12,0,1,-10,-25,-40,-15,-40,5,1
9,7,0,0,20,45,35,-10,35,-40,2
6,12,0,0,-30,-40,-36,20,-16,-50,2
7,7,0,0,10,-10,42,40,67,-22,2
7,4,0,0,-58,-20,-66,-40,-51,0,2
9,5,0,0,-37,-6,-20,-85,-35,-62,2
12,12,0,0,61,43,27,70,44,-7,2
12,7,0,0,-36,-57,-7,24,1,-30,2
12,12,0,0,20,25,60,60,45,35,1
7,12,0,0,5,-5,20,-22,15,-10,2
9,12,0,0,8,-21,10,14,15,-11,2
12,7,0,0,-25,-56,-10,-49,-10,2,1
12,10,0,0,-51,-85,-40,-35,-20,-49,2
12,15,0,0,-11,6,-25,30,-12,28,1
12,7,0,0,45,-10,-30,90,20,-55,2
10,13,0,0,-36,-4,-22,-64,-16,-65,2
12,4,0,0,45,-35,-52,40,-5,10,1
15,1,0,0,-5,-50,35,-25,50,-10,2
10,12,0,0,15,37,29,23,18,33,1
12,11,0,0,-45,-87,-70,-112,-75,-10,2
1,17,0,0,30,-1,5,35,-5,41,1
14,10,0,0,10,105,-5,-10,55,130,1
2,12,0,0,-16,-47,-20,10,0,3,1
7,11,0,0,-28,7,-18,-20,-53,-5,2
12,15,0,1,36,-75,-15,-53,-25,-81,2
16,7,0,0,35,-65,10,-20,-25,-50,2
10,7,0,0,-25,-90,-25,-82,-35,-60,2
12,12,0,0,-50,-80,-15,-45,-40,10,2
9,6,0,0,-26,-24,-20,-96,-35,-64,2
3,5,0,0,45,-12,32,3,47,-49,2
11,12,0,0,-16,0,59,43,50,34,1
1,3,0,0,-6,27,-17,-10,-38,52,1
6,12,1,0,27,-15,40,40,40,10,1
12,8,1,0,5,100,-80,145,-17,122,2
12,12,0,0,40,90,115,-45,10,5,1
5,7,0,0,-2,110,20,20,50,50,2
7,9,0,0,12,12,-45,-55,-65,-21,2
12,17,0,0,32,-31,-3,-4,-6,-31,2
14,1,0,0,2,-30,-35,-5,-10,0,2
7,9,0,0,41,-5,-10,47,-13,66,1
12,12,1,0,10,45,25,40,25,70,1
12,7,0,0,6,-4,-42,-57,-62,-48,2
12,10,0,0,-35,-31,-49,-5,-22,-63,2
12,7,0,0,-21,-77,-3,23,-19,23,1
4,10,0,0,-30,-45,-20,5,-10,-2,2
12,18,0,0,-5,-68,-53,-25,-30,-39,2
15,14,0,0,-15,-40,-50,-40,-40,-25,2
12,12,0,0,-20,0,45,-80,-85,-50,2
12,12,0,0,21,-8,-8,19,9,-51,2
12,8,0,0,-4,-4,5,5,5,50,2
3,7,0,0,47,-23,-13,2,7,-59,1
7,18,0,0,-49,10,-45,-45,-40,95,1
8,1,0,0,39,52,45,20,45,-10,2
12,11,0,0,-25,-47,-20,-47,-15,-15,2
3,3,0,0,39,-11,24,-16,39,-76,2
3,12,0,0,20,-32,-2,-4,16,27,1
12,5,0,1,-47,-42,-64,-40,-8,-65,2
18,9,0,0,-25,-35,-62,2,-15,-39,2
12,14,0,0,5,0,65,60,-15,15,1
12,4,0,0,53,-45,-39,5,-9,0,2
16,12,0,1,-55,-105,-25,-15,-25,-65,2
12,17,0,1,-81,-35,-81,-95,-61,18,1
15,7,1,0,25,5,30,35,70,7,1
12,18,0,0,5,0,-60,-20,-15,-15,2
7,12,0,1,-39,-65,-25,-55,-35,-41,2
7,10,1,0,-5,50,20,110,40,35,1
18,14,0,0,-10,15,50,65,30,0,2
12,12,0,0,23,44,-7,40,0,60,1
12,4,0,1,25,-37,-43,-65,-25,-15,2
12,15,0,0,0,-5,-35,0,50,35,1
7,14,0,0,21,30,5,10,10,130,1
12,15,0,0,35,40,25,19,8,-2,2
12,13,0,0,-56,-38,-42,-79,-36,-76,2
16,2,0,1,-40,-55,-15,-115,-85,-45,2
12,8,0,0,6,51,50,20,20,50,2
12,12,0,0,28,34,-17,69,35,65,1
12,14,0,0,-10,-20,-16,-45,-45,-24,2
12,7,0,0,-6,-9,-39,-29,-59,-32,2
14,12,0,0,25,-35,-75,25,-60,45,1
7,12,0,0,-37,-75,-55,-30,-50,7,1
12,1,0,0,27,-28,-7,39,34,-19,2
0,10,0,0,-30,-35,20,-30,-15,15,1
18,12,0,0,-95,-35,-30,15,5,-40,2
12,7,0,1,20,0,-5,-15,-30,-35,2
7,12,0,0,5,5,-10,-14,-9,10,1
5,8,0,0,41,-3,15,64,25,58,2
7,12,0,0,12,14,22,41,19,63,1
7,12,0,0,-35,-25,-30,-5,-30,-5,2
12,12,0,0,-50,-55,-30,70,-5,70,1
12,17,0,0,20,28,-88,8,-83,60,1
15,16,1,0,30,5,-25,35,25,55,1
15,12,1,0,5,30,27,5,10,40,1
7,10,0,0,-13,-50,20,30,50,-42,1
12,8,1,0,56,60,13,59,13,39,2
12,5,0,0,40,55,10,30,15,7,1
12,7,0,1,-39,-35,-25,-45,-10,-31,2
12,11,0,0,-50,-25,-40,-8,-35,-10,2
7,12,0,0,5,15,10,-10,-35,-10,2
7,1,0,0,7,-10,-5,-35,25,50,1
12,12,0,0,-4,-25,-5,-15,5,44,1
12,5,0,0,-20,-61,-34,-14,-66,-85,2
14,12,0,0,-4,-60,-15,-5,-5,-75,2
7,2,0,0,-5,-28,-15,12,-15,56,2
10,9,0,0,21,54,30,101,50,-31,2
12,12,0,0,-5,-4,-25,16,-25,20,1
12,12,0,0,70,25,25,15,30,-70,2
12,12,1,0,14,-35,10,10,20,-4,2
12,12,0,0,-20,5,-31,-60,-41,-23,2
10,13,0,0,6,10,10,-15,-2,-10,2
12,12,0,0,-5,-80,-53,-10,12,-10,2
12,12,0,0,-40,-55,-5,30,-20,15,1
8,15,0,0,-31,9,-15,-5,10,20,1
12,12,0,0,-12,18,-15,33,13,-22,2
12,17,0,0,-19,-46,-38,14,-41,-30,2
12,12,0,0,5,-23,48,-25,10,-70,2
1,0,0,0,-5,-10,-40,45,-20,10,1
12,1,0,0,5,-6,39,9,51,31,1
7,16,0,0,90,55,-125,45,-135,75,1
7,12,0,0,-22,-25,0,5,-30,51,1
6,3,0,0,-34,24,-34,29,-19,63,1
1,17,0,0,43,41,-101,24,-77,54,1
12,14,0,0,5,10,5,55,-45,-10,2
16,12,0,0,-2,60,85,26,3,-2,2
10,14,0,0,35,25,20,15,-45,-1,2
10,17,0,0,35,35,60,15,25,-15,2
7,12,0,0,35,30,15,25,15,10,1
6,4,0,0,20,10,25,45,-30,-10,2
15,12,0,0,-25,-10,-5,35,-5,20,1
7,18,0,0,-9,-25,2,25,22,-11,2
7,14,1,0,29,63,27,35,0,41,1
12,12,0,0,20,-74,4,-70,-5,-25,2
12,5,0,1,-26,15,-12,-30,-59,-13,2
12,12,0,0,25,0,3,25,20,-10,2
15,12,0,0,12,5,-80,0,-20,40,1
12,12,1,0,45,28,63,50,75,44,1
12,5,0,0,-7,-109,-40,41,-5,25,1
12,15,0,0,15,70,45,5,-15,5,1
7,16,0,0,-30,-50,-150,-29,-29,20,2
11,12,0,0,-20,5,32,-5,32,-4,2
12,5,0,0,-4,12,-10,-5,-30,9,1
12,2,0,1,-41,-71,-44,-101,-59,-34,2
12,16,0,0,-15,-25,-85,-5,-35,-5,2
12,12,0,0,-11,-25,-25,-10,-35,-39,2
12,10,0,0,5,23,17,30,40,70,1
7,10,0,0,5,-50,-10,-75,0,60,1
18,9,0,0,-5,25,-17,7,-5,-4,2
12,12,0,0,22,45,35,5,35,50,1
12,12,0,1,0,-95,35,-115,45,-60,2
12,9,0,0,31,-55,9,42,13,-27,2
7,14,0,0,25,10,45,-30,25,15,1
11,12,0,0,35,0,25,30,40,-15,2
9,16,0,0,30,55,-9,0,-3,21,1
15,1,0,1,20,-83,17,-42,-2,10,2
12,9,0,0,-55,-65,-21,5,-27,29,1
9,12,0,1,-20,0,-20,-90,-70,5,1
10,14,0,0,10,45,70,-70,-10,-60,1
9,12,0,0,0,-10,47,-47,0,24,1
17,14,0,0,0,-18,103,-78,33,-60,1
10,12,0,0,-95,76,47,42,27,23,1
6,7,0,0,-20,-35,-29,50,-20,14,1
7,15,1,0,19,90,25,10,-5,21,1
5,12,0,0,32,75,15,0,55,36,1
12,12,0,0,11,17,-30,-30,-45,-23,2
7,5,0,0,-28,-70,-10,26,3,-31,2
15,16,1,0,25,35,-5,65,25,75,1
12,10,0,0,-20,-35,-25,-20,-10,55,2
10,12,0,0,13,27,24,2,-38,25,1
5,12,0,0,-27,8,-119,21,69,52,1
12,12,0,0,-5,-22,-13,-45,-30,-10,2
12,12,0,0,10,15,-10,-25,-15,-55,2
15,12,0,0,20,42,37,2,17,6,1
12,10,0,1,-26,-20,-35,4,-20,-23,1
17,7,0,0,25,70,70,30,40,-15,2
7,12,0,0,-10,35,10,27,15,-5,2
13,7,0,0,-6,-17,-17,25,13,27,1
12,7,0,0,0,-10,-10,15,25,35,1
12,7,0,0,-29,-17,-28,-52,-24,-24,2
12,9,0,0,15,-10,49,45,-32,-6,2
11,12,0,0,70,55,60,60,40,-10,2
12,12,0,0,34,40,20,-40,-25,-19,2
12,14,0,0,9,-42,36,38,1,29,1
12,2,0,0,-45,-54,-46,-45,-35,-80,2
4,10,0,0,-35,-40,-135,45,55,60,2
12,7,0,0,-5,30,0,50,0,-30,2
10,12,0,0,-5,-20,-35,-35,-105,-25,2
12,14,0,0,40,35,55,25,-25,10,1
12,12,0,0,0,3,-3,-5,5,50,1
12,12,0,0,23,70,10,35,15,-45,1
12,4,0,0,-20,-55,-60,-65,-40,-25,2
12,15,0,0,-40,29,25,-6,-35,22,1
1,9,0,0,50,69,3,-10,-7,-25,2
5,12,0,0,20,50,47,10,25,35,1
17,1,0,0,-25,26,62,-4,29,17,1
7,18,0,0,25,45,73,-15,13,20,1
7,12,0,0,15,50,0,-20,-10,30,1
7,12,0,1,-60,-80,-70,-60,-20,-45,2
12,12,0,0,4,72,-35,59,2,58,1
12,10,0,0,-75,-1,-52,-15,-32,17,1
12,8,0,0,69,50,185,30,50,10,2
12,10,0,0,-25,-24,-65,-9,-35,54,1
4,17,0,0,-20,-30,20,-5,-10,30,1
4,3,0,1,-40,-83,-35,-43,-25,26,1
12,12,0,0,-10,-50,-53,-30,-23,-25,2
7,12,0,0,-4,12,-14,-3,1,-44,2
12,6,0,0,23,70,5,35,5,45,1
1,12,0,0,-26,8,-44,1,-39,-47,2
6,5,0,0,-5,-35,-25,70,-15,10,1
12,18,0,0,4,-57,-67,3,-24,-34,2
12,1,0,0,-35,-49,-40,-20,-30,-21,2
11,12,0,0,0,40,79,60,52,71,1
12,12,0,0,5,-1,11,45,45,-20,2
16,12,0,0,-25,-35,195,-10,200,-15,2
12,10,0,0,-35,39,18,-15,33,-8,2
10,12,0,0,25,40,38,55,43,-36,2
12,12,0,0,51,22,10,59,27,-36,2
12,17,1,0,-10,111,-75,111,-75,114,1
7,4,0,0,-17,-3,-7,-45,-37,-58,2
12,12,1,0,-55,55,-80,120,-80,50,1
7,7,1,0,76,76,45,95,68,56,1
2,14,0,0,18,49,42,-5,-55,-22,2
12,12,0,0,-42,4,1,5,-20,-55,2
12,12,0,0,20,14,0,15,-10,18,1
9,6,0,0,25,45,32,-87,-15,-26,2
9,12,0,0,-6,14,15,-17,11,-46,2
12,6,0,0,-10,50,-20,-30,-10,50,2
12,9,0,0,16,32,-7,54,8,60,1
12,12,0,0,-18,-7,10,-49,-65,-72,2
12,12,0,0,-5,-20,-10,-65,-35,-75,2
9,12,0,1,-34,-62,0,-85,-20,-69,2
10,12,0,0,15,17,10,22,-35,27,1
12,18,0,0,0,40,-50,-40,15,85,1
12,17,0,0,-31,-32,60,85,50,-10,2
4,12,0,0,13,-55,-36,-15,-31,-50,2
12,12,0,0,-15,-27,-30,-27,15,-33,2
15,12,0,0,30,15,-30,30,20,50,1
12,12,0,0,50,-70,-40,-25,20,-30,2
7,12,0,0,18,44,30,31,-27,76,1
12,2,0,0,66,-15,35,57,45,-41,2
14,8,0,0,-14,-25,-1,30,15,10,1
12,14,0,0,20,20,25,55,5,35,1
12,17,0,0,50,16,0,11,0,14,1
12,12,0,0,15,-2,27,-55,-10,15,1
12,12,0,0,-30,-25,50,45,0,-15,2
12,17,0,0,-20,28,-133,-12,-93,40,1
18,12,0,0,10,-65,-10,-65,-10,-80,2
2,12,1,0,88,52,66,37,60,22,1
12,15,0,0,-30,-120,-122,-60,-55,-95,2
18,9,0,0,-19,-36,-38,6,-3,24,2
12,12,0,1,15,-50,40,-105,40,-75,1
12,7,0,0,23,21,25,45,70,57,1
2,12,0,0,-11,-72,0,37,53,-53,2
12,7,0,0,30,35,40,30,30,-15,2
18,12,0,0,25,-35,-10,15,20,-25,2
12,7,0,0,-33,-49,-33,-47,-32,-65,2
16,12,0,0,-25,-50,190,-60,180,-40,2
12,18,0,0,-60,-30,-40,-45,-40,-15,2
12,12,0,0,10,30,-12,10,-12,-25,2
12,12,0,0,10,25,24,-26,8,23,1
12,14,0,0,-37,10,0,-30,-85,-65,2
5,12,0,1,8,32,-28,-1,-75,14,1
16,7,0,0,0,55,105,15,-5,-10,2
16,7,0,1,-16,18,48,-42,-25,-68,2
15,7,0,1,10,-23,-13,3,43,0,2
14,7,0,0,-45,-75,-35,-10,0,-35,2
5,7,0,0,20,35,28,25,28,-11,2
12,7,1,0,30,56,90,6,40,24,1
12,12,0,1,-79,-56,-75,-70,-70,-70,2
15,5,1,0,0,-45,15,70,35,25,1
16,6,0,0,10,40,35,-80,-15,-35,2
12,15,0,0,5,60,-45,5,-60,0,2
12,12,0,0,0,30,10,-45,-35,-65,2
12,5,1,0,58,-34,0,66,-17,-11,2
8,9,0,0,34,39,-42,-3,5,-44,2
16,7,0,0,-20,-10,200,-30,150,-50,2
12,5,0,0,-41,-44,-27,-64,-17,-53,2
12,0,0,0,21,22,-33,25,0,0,2
11,7,0,0,-5,65,-5,-10,-10,15,1
15,12,0,0,-60,-95,-85,25,-35,-35,2
7,11,0,0,9,17,36,49,-7,49,1
18,3,1,0,30,63,70,73,40,5,1
8,7,1,0,-15,-35,-70,30,40,-50,2
6,16,1,0,46,42,-3,97,75,68,1
12,7,0,0,-10,-100,-70,-20,-25,-50,2
12,12,0,0,-1,3,20,30,45,28,1
5,12,0,0,25,48,40,-3,15,-15,2
2,12,0,0,17,21,49,-11,-21,-34,2
3,12,0,0,55,-47,-47,26,36,47,1
12,5,0,1,-51,-25,-34,-30,-27,-73,2
15,12,0,0,-45,-30,-45,45,25,25,1
12,12,0,0,20,-10,20,25,15,20,1
12,17,0,0,30,55,-65,25,-70,55,1
9,11,0,0,23,41,50,33,37,54,1
17,6,0,0,20,115,33,75,15,92,2
10,7,0,0,30,40,35,30,30,-5,2
12,4,0,0,27,44,60,-13,0,-12,2
12,12,0,0,-145,-35,-65,-5,-10,-5,2
7,12,0,0,-50,-20,-40,-5,-15,35,1
12,6,0,0,25,35,-12,-65,-37,24,1
12,12,0,0,17,40,27,22,-33,-10,2
12,14,0,0,35,35,30,-35,30,35,2
12,18,0,1,-36,-35,-85,-67,-57,-25,2
12,3,0,0,-12,-6,-10,-7,15,0,2
12,12,0,0,-15,-4,34,14,46,80,1
10,2,0,1,0,-20,-40,-90,-40,-40,2
10,12,1,0,63,50,86,26,20,55,1
12,12,0,1,-50,-35,-5,-31,-12,-42,2
12,12,0,0,15,75,42,35,25,90,1
12,10,0,0,100,50,25,0,65,-5,2
8,12,1,0,35,65,25,130,100,50,2
7,7,0,0,-50,-80,-35,-45,-35,-25,2
5,12,0,0,40,115,45,90,40,10,1
12,12,0,0,-20,-15,35,30,-45,-17,2
10,5,0,0,35,-45,5,5,5,-35,2
12,15,0,0,-25,21,-14,-30,-65,11,1
12,7,0,0,50,30,35,70,45,-25,2
12,5,0,0,-33,-110,-55,-20,-75,-50,2
15,12,0,0,20,10,-10,40,40,80,1
12,1,0,0,-49,-69,-45,-15,-25,-2,2
12,7,0,0,-7,-26,-3,-16,-12,-43,2
7,7,0,0,50,58,-32,-48,-32,-6,2
12,15,0,0,20,50,0,50,10,55,2
12,16,0,0,-25,-10,50,-20,5,-5,2
12,7,0,0,-7,2,30,27,15,-32,2
6,10,1,0,40,60,60,85,75,55,1
9,4,0,0,25,75,82,38,35,49,2
7,18,0,0,23,28,73,1,14,20,1
5,15,1,0,36,95,15,99,35,60,1
12,4,0,0,-6,145,25,73,33,35,1
12,4,0,0,-45,0,25,65,30,5,1
12,9,0,0,20,50,20,-10,-10,-5,2
12,7,0,0,-15,-15,-10,15,25,12,1
12,4,0,0,-20,25,80,55,90,50,1
10,12,0,0,28,45,30,10,15,-8,2
9,8,0,0,-10,15,10,-20,10,-80,2
12,12,0,0,-10,-35,-32,-20,-15,-45,2
2,12,1,0,20,45,40,45,60,-5,2
7,12,0,0,-2,-38,-3,-33,-21,0,2
18,12,0,0,45,-15,33,-5,5,-28,2
12,12,0,0,55,-10,-60,-20,-65,10,1
17,12,0,0,-2,24,43,-12,-21,32,1
12,4,1,0,70,15,-5,65,25,70,1
10,18,0,0,25,0,-52,-40,-52,-17,2
7,7,0,0,-25,-60,-50,-34,-24,-80,2
14,17,0,0,-50,-35,29,5,4,24,2
15,15,0,0,-21,-42,-53,47,20,22,1
5,12,1,0,26,98,35,89,20,62,1
4,17,0,1,-41,-40,44,-80,44,-27,2
9,10,0,0,-16,-34,0,-61,-20,6,1
12,9,0,0,5,-8,2,-10,2,-17,2
1,9,0,0,35,105,59,10,60,31,1
11,7,0,0,-40,-61,-25,5,-15,-40,2
8,12,0,0,20,-25,15,0,50,-25,2
16,7,0,0,-5,-47,40,-39,-10,-15,2
12,10,0,0,-65,-79,-75,-45,-55,-26,2
17,12,0,1,-6,-130,71,-156,66,-140,2
11,11,0,1,-48,-61,-40,-103,-37,-49,2
17,12,0,0,4,39,76,-26,56,-25,1
1,7,0,0,0,11,35,38,25,-19,2
17,12,0,0,-35,40,5,-50,-70,-20,1
12,15,0,1,-25,-5,-40,-35,-40,15,1
14,12,0,0,10,4,5,15,5,-42,2
12,12,0,0,10,14,21,-9,9,-25,2
12,12,0,0,-1,-11,0,127,50,112,1
16,15,0,1,-30,-5,25,-35,-25,-55,2
12,2,0,0,-42,-20,30,-20,-45,-18,2
7,12,0,0,15,75,22,-10,-5,65,1
12,12,0,0,-51,-22,-22,-49,-39,21,1
12,12,0,0,-57,-69,-40,-20,-15,15,1
12,6,0,0,85,55,-15,-25,30,-15,2
5,7,0,0,11,-51,-49,39,-19,3,1
18,12,0,0,27,75,65,-1,21,23,1
12,17,0,0,-34,-51,-33,-86,-76,-45,2
15,12,0,1,-66,-70,-35,-114,-20,-75,2
7,18,0,0,28,18,-40,3,-11,12,1
14,12,0,0,-10,-25,0,25,15,-30,2
12,11,1,0,-43,23,128,-49,8,-8,2
13,12,0,0,6,-14,-6,14,-14,21,1
12,12,0,0,26,38,77,25,20,-5,2
12,12,0,0,20,15,75,-55,25,-5,2
15,12,0,1,-56,-51,-30,-41,-33,-14,2
12,12,0,0,45,55,20,25,55,5,1
12,5,0,0,-26,-9,-45,-84,-45,-63,2
7,7,0,0,-8,-66,-30,-11,-30,-50,2
8,12,0,0,-4,35,-15,67,-13,-5,2
12,11,0,0,-1,-11,-2,-10,-1,-12,2
13,7,0,0,-26,-45,-17,24,-7,10,1
14,12,0,1,-70,-115,-110,0,-55,-10,2
15,18,0,0,40,115,118,55,58,45,1
12,12,0,0,-10,-13,-5,-5,-5,30,1
